pubkey,TotalRewards,communitypropcreatorpassed,depositedvotes,alltimerewards,base_elgible_level,is_elgible,totalproposalparticipation,VotingReward,CallRewards,RaffleReward,CreationRewardCapped,totalproposalscreated,councildepositedvotes,unstakedvotes,firstparticipationdate,lastparticipationdate,totalvotes,totalvotesfor,totalvotesagainst,totalcouncilvotes,totalproposalsfor,totalproposalsagainst,totalcouncilproposalscreated,councilpropcreatorpassed,totalcouncilvotesfor,totalcouncilvotesagainst,rewards
911Wg8TP44ZLYtBXna3hz6k9Q4kYZzDHh24LTijo2TKS,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DRPeMowpMdNNLzmsq6TydXPiMUosLAgtcJGmxPAVDNYA,0,0,10,48340,33838,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DvubPpEGskB7U4UpswauprWPugKfhMEWnVywrqefgsZg,0,0,0,0,0,TRUE,0,,,,,0,0,101,null,null,0,0,0,0,0,0,0,0,0,0,0
HgAiPhtDfQnDRvuCnhePP3VFKd31i6EVAqFnQi9bjbEu,0,0,23676,18575,13002.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,5263
B98e2BdhvvkxtBTwsu97HCmot93kjg9kEKSVYL6YnjjK,0,0,0,81153.000013,56807.100009,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9SXAsCuQdibQAcrEseGg7T7EcKUvBaTseBjUo2MoYYfj,0,0,32930,8455,5918.5,TRUE,0,,,,,0,0,2900,null,null,0,0,0,0,0,0,0,0,0,0,0
7gLx38a9pdfaQufmHvv4cPhgtSeyfbccty9p5CpTZaZA,0,0,192,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AXXRH6NVXjUNxi6GvVWV4Pp6q7k9xkqeqHhRx8sW41TX,0,0,0,9963,6974.1,FALSE,0,,,,,0,0,53661,null,null,0,0,0,0,0,0,0,0,0,0,0
9AX88o1WCF4F6XXWXMRC7YngkcPZchgyhNpZcz54sK4i,0,0,0,19389,13572.3,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Grs77yYASLnFQ7FPTsD1oP7cSWA6Pa1cKKvEmTkEvtF5,0,0,0,0,0,TRUE,0,,,,,0,0,64,null,null,0,0,0,0,0,0,0,0,0,0,0
5rbBvCD4snFicADHJkYMkos4izZLKu2B8HkqHRhA4dMn,0,0,0,23830.000001,16681.000001,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7ygba6zZNjeDt2PipjaM8m86CsE3YBXeT6zQEW9LdpLK,0,0,0,1720,1204,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6QyXjmR78n1WBqo5BDYv1mwqeUiWLpLyaYgvBYLA642i,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
tD5cbD1CbF1yPkg5vSEAgY65K9HZBuSWhaXM74k6NMQ,0,0,0,51871.394693,36309.976285,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Bgke4TAWbLRebZEHPTYQAbX5juzzMszN941E1cWf1aqV,0,0,325,1900,1330,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
J7H8PcofiRvWYwGhhSy9iFbSAaYUu34ovTXXbL2K37tM,0,0,450,53495.8125,37447.0688,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
ADVicLtp6THTd3eUzto5rwM5PEZ9uXy5q6hxgttVRGA2,0,0,22559,1325,927.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8fscX4BGejvrBB1WnYGs7DQNBxgjM9v6iqKnq9wGvS2S,0,0,0,2100,1470,FALSE,0,,,,,0,0,6,null,null,0,0,0,0,0,0,0,0,0,0,0
9n2zVy9XfNYCK93jbM2C5BubJ9h1dMftTZFcgsAH8Urn,0,0,1106,310,217,TRUE,0,,,,,0,0,3155,null,null,0,0,0,0,0,0,0,0,0,0,0
4ULth11nsRntrLb3TjaUHPAr2NWF2jDPWjYEkCkGFcF2,0,0,0,55,38.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C1FXJo9uU2fekRjemArrcrbBVvaSwfWaeSJsasDL7N9a,0,0,1875,67207.50000100000,47045.25000070000,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
A7Cnu8Q2E3Pxz4QtWpG26acy9YMrFEeNVFHN42djxsZF,0,0,0,0,0,TRUE,0,,,,,0,0,1005,null,null,0,0,0,0,0,0,0,0,0,0,0
ihvogWuVwPqMtNp3i1DMQ1PiaBruahZxvbVC7S94bVQ,0,0,0,0,0,TRUE,0,,,,,0,0,4,null,null,0,0,0,0,0,0,0,0,0,0,0
Fywb7YDCXxtD7pNKThJ36CAtVe23dEeEPf7HqKzJs1VG,0,0,0,198006.499976,138604.549983,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9DN2MSKSpZY8V2yYh1VeQj3t2WAVUkE9G4i1sVNy6Eik,0,0,0,2155,1508.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
82gJQKaPJ7QYhFpdVbKpL7VTXpSXdi62dZvUUQ9Sjxmn,0,0,0,3310,2317,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6XbeDCCBvv7UWfRCUX6R26nidck3TW39Q2izZNYAwxC7,0,0,0,9530,6671,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
F4KVnYtmfFBhGMpyN8ZSQgSzeozaPZX1b2CE5jWBwcsm,0,0,1077,50,35,TRUE,0,,,,,0,0,5860,null,null,0,0,0,0,0,0,0,0,0,0,0
EMyyf3JmPrNa6wwA8E8q5Lo3wfJtKCNr5KFQY3fE9psJ,0,0,1,1105,773.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AvCXdBvp1aTGPcG7832nqqmki121zf9gNUWCAP6TRNxx,0,0,0,225,157.5,FALSE,0,,,,,0,0,1429,null,null,0,0,0,0,0,0,0,0,0,0,0
6ftaM1Zfx1gDM2qj73KvNgHs1UaKhox2XjbuYM2a4Cbw,0,0,0,1075,752.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
ECXiBwburMfDs6c45MQRdHaqDjQS5929xFD4m5zCx1sv,0,0,0,4155,2908.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3UeCX2xEDz9E8gYWvCq1k1sGv4DWJygU6qBLXt1EXbxj,0,0,10,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5S4a3vYeZRKaGSdeLHS1tmuDdVyvw24Akq9qpKo6UVWQ,0,0,45269,14385,10069.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2Yorr88QZQ8Es49gnRT6zrcEoVRjNJkK9XwFCNP28x99,0,0,0,30639,21447.3,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5x2Ab8jhkRZ2qU145sEwER78usUdubTS6RvdGfsHQaNR,0,0,378,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2tmFEAkqUseP7sxUs2CuVxzwjKfjNPHicJHbntiTz3WB,0,0,22044,4720,3304,TRUE,0,,,,,0,0,1875,null,null,0,0,0,0,0,0,0,0,0,0,0
HTBKowBM1CMVS2F1EGBibiyTLoGn2hh7h6DuDPtwS37W,0,0,0,340663.11,238464.18,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
B8wEgFPUdfWXBjjKNfQcbRseVxkAeM54ewite9jahSg5,0,0,7795,1270,889,TRUE,0,,,,,0,0,3860,null,null,0,0,0,0,0,0,0,0,0,0,0
548ivRdcAFZTmKnPzrfABUHzpLsF6SLakJ3s7B7AwzXa,0,0,0,735,514.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9wnG39BGsp8RxLcZ7XdK8sRtgaXyYrHR6XU1r8W2Dy9x,0,0,0,2801.4,1961.0,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CxUPhL8xK75y6DGnUBAwWvQhhfpLqdQw7YuDdVERrod3,0,0,0,12820,8974,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9UJT3oX7g81JTdwDRehoS5Jp2iJqWxDoPsr6vhiGdv1Y,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EsmVpPTeNJiJ1FZqR2k9xNUJmiuq9QYUWuZk6D4zp6k9,0,0,3268,0,0,TRUE,0,,,,,0,0,2945,null,null,0,0,0,0,0,0,0,0,0,0,0
B7My3enHSWyWTjYi4Ex6kh7JEYEsE9FoPR35s15uWCAf,0,0,428080,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5BCfXnkNKn3mW3gtBptBBR9wcNoBrJ3EcDifA2ayxif1,0,0,0,57458.578703,40221.005092,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4YBr9cyePhQJtZMMMWGUMsqe6RDYcTjeYAX1e2K1rkYp,0,0,0,50,35,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C4mTkugj8iBr7JSpPzK7zTu8Hq8K1YES3uRKHNXC9AF2,0,0,1416,1475,1032.5,TRUE,0,,,,,0,0,295,null,null,0,0,0,0,0,0,0,0,0,0,0
7RZvGv6A8pLgvsBfNpyA9EQ8fUdxEF7yH5vfVqY2UA2a,0,0,578,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8EpbcD8oBXMMege7MWrhBScEf6ZuUzH22sFRzFFtXGs6,0,0,15,7000,4900,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DFhvkpq3vVKAPtpTZ4QHFrZugc9Ksg72xFVmJ54TLcbZ,0,0,0,1125,787.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6yftJBz1KdaTALeEfm8dADCqqH4Y6BoHKKUG89pUi4Sh,0,0,9,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9hJEEXYxdGSLD53GnuH4w1Z7XMQAxVin2tnZJQW4JT5N,0,0,0,215,150.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GscU86hHzk3RsFcKPx39dXu3hdaLbo2F7FWAHNUMZgfv,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
A2G5guZ62gdMy5Nkikv3zGPk6iLHx4hnRJb1Jc7DLtnq,0,0,0,1225,857.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
B1coZgYBAtgFjuqwauNNaNK4vEVwBhgY6LK7zkxUuV23,0,0,0,17534,12273.8,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C9wBQEx29v9Jxg7cBXE9QZmU6hW8B5TXtMvh5MasRPMq,0,0,1055,1255,878.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
B5CTBTggmGFvGFSunjbB4C9tLKcYcULehmEiEXRihY2J,0,0,0,6480,4536,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HankoyY7vE5keFTcnRuLDctHXH8W6Aq9qA84513GZnr9,0,0,332,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6PDVx8ehuwBuoEwvmi6v56DzPzm96a9YiNH4kG4Rb7Dw,0,0,46343,2840,1988,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AYrq553sqpS7f5xeYdGoNJLTSB4ddx5eRQKqyGkt9mR9,0,0,0,265,185.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt,0,0,0,5140,3598,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6R78nYux2yVDtNBd8CBXojRtgkSmRvECvQsAtZMkcDWM,0,0,1,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
63Gzrw97Rg3pp4Y4vVUDBiYUvDFW5PQ5PhynBzBRGSJ3,0,0,51843,7726,5408.2,TRUE,0,,,,,0,0,2609,null,null,0,0,0,0,0,0,0,0,0,0,0
mrvFNk4VCmFdqKKL4TVpqbBSGA4q2v2AvixT4MsHFga,0,0,102,0,0,TRUE,0,,,,,0,0,100,null,null,0,0,0,0,0,0,0,0,0,0,0
Bcuxg6d777hzz4Qd9GnX4tzaysHaxLBm5Jdk4nnuZjt4,0,0,28931,9305,6513.5,TRUE,0,,,,,0,0,1875,null,null,0,0,0,0,0,0,0,0,0,0,0
DxcDp99aQqLuqdM3hhS9YY2EMmMGNqzS6iYyNFWYvjc8,0,0,8225,1680,1176,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7aadaHbDLrEryv7VJZnGqENVi7VLni6WBSVajN1txZEK,0,0,0,3300,2310,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BpcamVzQbSxFgDwwQPj5DmPZ3Lk9wqLkrtzswKP4CQK9,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4Dq7RaW9m5sGawBPUE3ewNYybW6Xt7X3mK537PgqTHv6,0,0,1548,0,0,TRUE,0,,,,,0,0,2995,null,null,0,0,0,0,0,0,0,0,0,0,0
XdegqfH9m4yfDxMMTbXa3keo63qxLd3yKad4Dm3aDbw,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FpGe2qCiX2NDjU8ju7wPUSavEkZN26mQV11vwRaS26p3,0,0,0,1295,906.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4WskRaYq3BEQaT3vGaWxpDAyM8NqzMbuqXXLiFsSpwF5,0,0,0,3360,2352,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
J7rt6hSwN2p9bWiTm783oXoU71GzaVe5KvDuoQTGjNoH,0,0,0,4360,3052,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GgqdBKXDj9d4yMFjdHHQycqdQZGkd6C7pvEBUiiMhEWo,0,0,0,1010,707,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AnRDN1ME2CNcdKsXwFcFj8xvSdopGCEViL6i54vzUyG8,0,0,41110,7777,5443.9,TRUE,0,,,,,0,0,500,null,null,0,0,0,0,0,0,0,0,0,0,0
yLRVmWkJZNxZJecmm8urCbM3Atp1U4f6F1pd3WujnHj,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FXvKXYLEZr5wREeWqWqpTwGuyEmkakvhdbf1uGittyis,0,0,0,315,220.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FtzNrvFRQXYB5NiW6qTS4eCdAm4QeKWenAXVqyvaJvGF,0,0,3472,1000,700,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
H4y3fs9N3LPqmCZNFTm9KiJM2xgtEkHzjdMvWDqdjrUU,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C96pACNoAx1yQXrrXZWEXcGy1EojCJSdKHQpEB6DvYcp,0,0,0,5270,3689,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EGL59UmjajEPdf7eDXzkGp7gi824eCYzfL6guBrGgvAx,0,0,568343,27180,19026,TRUE,0,,,,,0,0,8720,null,null,0,0,0,0,0,0,0,0,0,0,0
2oUd6hLeDrManDTF7VsMiu2d6vxW1w5kdEKpYTScw4YM,0,0,0,6260,4382,FALSE,0,,,,,0,0,2,null,null,0,0,0,0,0,0,0,0,0,0,0
6wWCviZYfvh9jmU1wJtUXw7TF4AAQDHGB5DahRRVQ6nB,0,0,0,865,605.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8uox1JozhJyo2XQbC92iSw1TM6gf5XWS1cLdVduELn1r,0,0,1277,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7qwAGGZcwGKCH9wZS8RVxgngbdjQZsDJK7Y93GJsqrBL,0,0,426105,340537,238375.9,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,42900
FxZ211rgVDwnsA5JeumPGh1tEFRpyZTvBddcXKxFKQNS,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
KfxsYDfifaLxH8uQ85tcX8ZCUN4BY8guqxFE1AnkAzu,0,0,0,200000,140000,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6YUSszLLt9Qi9aq53RroTwwpdksSG45rifuj6v4cHJuo,0,0,0,225,157.5,FALSE,0,,,,,0,0,371,null,null,0,0,0,0,0,0,0,0,0,0,0
ArLKWtR5L9PPhVfiVTAUYSEoVrkTrUnwnuE63mJnpnMw,0,0,1,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
YZATLdBDidM7FZpjUhivLxBXiAfwDKdZnGDJYzR75LU,0,0,30774,2985,2089.5,TRUE,0,,,,,0,0,16405,null,null,0,0,0,0,0,0,0,0,0,0,0
8BXx8o9QfJ2CSC8DMynxmTQuX6xyMtgjwBdWKf4UbrqM,0,0,60036,32192,22534.4,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,5263
Fwo5yzx7a7bwzMH8qitz1CesrMJgrZDuCkNC85UpkPWd,0,0,0,2610,1827,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AsZD6YM4qbX9JqU2RdNT1XAcMc3v5ZWTdSzcaGxLtgv3,0,0,0,5925,4147.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FkTvYVx1ymhCjj7jzrh6J1Sj3NidyHfEdXpAtnaQ92A5,0,0,268703,42073,29451.1,TRUE,0,,,,,0,0,100983,null,null,0,0,0,0,0,0,0,0,0,0,5263
GyzFBG1YY3oNG8fL4uUfh97emZ7xJVQbtmyMMxjHPUwc,0,0,0,320,224,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CLcXVZpCwF9QH2aNjFhPSzyeUVifkP9W88WHwfe6sMww,0,0,0,98105,68673.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
61w6KSfvBpEdYgyiqRVoNU9e5kDcXMzaLUr5HASeJjhp,0,0,0,0,0,TRUE,0,,,,,0,0,33926,null,null,0,0,0,0,0,0,0,0,0,0,0
ChdRba84hfp7qDSwZ9eexZnQit8Eb1W9cXABr1ADA9cf,0,0,0,425,297.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
648eTPXYLaJhRemQw14X8pTfKSWZAMnmfUVd6uLBpguX,0,0,10,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8uQPJ8jYBdd2fhvz2yfsn2bbAnNAmbd58SMPZ76vQJgr,0,0,0,3932,2752.4,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5rYgzY4ViRPBJFyhaXPMznTLvvBH2LPQYsT9BkgtMJ9X,0,0,1498,6710,4697,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EBLyVjie81BHWm59qyoRwEdRRXrCaCHrf8An5Hq8spQJ,0,0,0,55,38.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
G3RqjmAsinYPaUXQ2wwCz3bjW6z47QSsi66pr1aik6mx,0,0,0,4495,3146.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9mtnVUBYoAeewWeFGs7RwcsGu9yjmZ9ZsK7X8vUrCSsR,0,0,33934,9320,6524,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BLWmdweeyc3q6Tv8nV98LWwQzTvjdHTLDRLQxbfqVgB6,0,0,0,1810,1267,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DkmqiSVcX73wfBK8oAkedK5SPDafr1WhjnZynoFZmEdi,0,0,61,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CHLAvz4B4YcCUAHYpEQ6jGe3tHTiKLZojYHYyTyB4xuB,0,0,0,6920,4844,FALSE,0,,,,,0,0,53599,null,null,0,0,0,0,0,0,0,0,0,0,0
259kcBSc27oKzqHC2fZUfVBwPEKqzhn6qrj6vbzHHkou,0,0,37232,4125,2887.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Nx7HfzNhpThxWbGieb2UuzioSqi6czoCu5BUQJzncXb,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9yPn5dTbPmFDkHTRU9w8EzAdCZH3BxsUVV7QnvX7MAso,0,0,0,1110,777,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
ENpKK4BwmR1TJZp5PyKXHfqbZbVjW1GhNEB9MuhSAYon,0,0,0,265,185.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
36b1juUgcv7gpAJBzJSpanTaKc3hLymVvq1thk952KC7,0,0,1711,115,80.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6s1FDNgVqrCJ5gDcSNkb1CaMUB94zvpLisRUZLU587RZ,0,0,191,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9RSpFWGntExNNa6puTVtynmrNAJZRso6w4gFWuMr1o3n,0,0,0,1000,700,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FeFujhNaaQC4hDHajxGkfPnM92ZXbJe7Xg79CgCxcFpY,0,0,25113,25113,17579.1,TRUE,0,,,,,0,0,5650,null,null,0,0,0,0,0,0,0,0,0,0,0
XA7z1vfsFfiZyRKRsCW4pAJApVnm1oLGWdEYUXb8kSh,0,0,10,0,0,TRUE,0,,,,,0,0,49,null,null,0,0,0,0,0,0,0,0,0,0,0
35v6gwHJHYXJeBSuZmda6jNP4p1SULa9EXmBTqtAtZUc,0,0,0,25322.500003,17725.750002,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AcHFT9hM7ewsWvwc5BGxhh4LxNW6B641ApfoK62Yr1n7,0,0,0,2355,1648.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
C6SPY3BBSXVcCY13WStgwnfqEgBth7ZLSQbLh66sHz5g,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8DYgdpogjhJJxdBXtmf5D6y5RMq7otM8itPZ6sAinQF6,0,0,33333,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4DAgtAumECrfAb3ccrBwib3A1u3BQgwTucnmDVK1bPPd,0,0,1722,375,262.5,TRUE,0,,,,,0,0,245,null,null,0,0,0,0,0,0,0,0,0,0,0
8jxbnkcWeQdWwU22XEsaX1vS1TVbeCu43SzEnYRYzXr3,0,0,6,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3MSwUmXLpzjPEU1dEriSzU6LJDbasEgTDgVGSgPKTHq8,0,0,0,1225,857.5,FALSE,0,,,,,0,0,1466,null,null,0,0,0,0,0,0,0,0,0,0,0
CktpFrxgAg5W6SaPveZQ5zpEqZeKZieCzba2MD14q2vK,0,0,0,170,119,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DcLN5EYHBSexnKdipnSmiFAKevcxGijURonzaWfri8Cq,0,0,0,6660,4662,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CsUuL6KLFBxWk5f4FVZURp4CN2RRc2Q7rJDUNxfk6iPL,0,0,0,30767,21536.9,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7g8hfSWo1PYw2sANYf6LVmgEnCf5Ua6XiwXeBvHmN8jv,0,0,33,2495,1746.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4gSqbzp8fYhcB9T5CodV6BdN82kYLHz8chh4oRH3VzQE,0,0,0,400,280,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9YZmoQEAcFbePQ34hvTxmU9z9DubbQHSVs6G4VvML4R8,0,0,0,225,157.5,FALSE,0,,,,,0,0,447,null,null,0,0,0,0,0,0,0,0,0,0,0
DTaCwavH7jZunda46R5rUh5FwHgHAWLt7dsfgqCRjASo,0,0,1540,475,332.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9E3mWP3fNLfhNxdsgz1vR6Lw6c3PVb8C4ukmRuPrChXc,0,0,0,980,686,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DFq55SHcdmJBsVS4VFdtKEn5xktPvKhZ1UL6Tm6mUVr1,0,0,1245,518,362.6,TRUE,0,,,,,0,0,43,null,null,0,0,0,0,0,0,0,0,0,0,0
HE6kjuQiNeKD2Lpt3ebmGxucVLYprzssBzH1qWL1ugp5,0,0,8750,29166.66,20416.66,FALSE,0,,,,,0,0,20417,null,null,0,0,0,0,0,0,0,0,0,0,0
524cV9ySWVvLvEU8mJjzWAJBECsRMtmKaeKq31bsueXi,0,0,0,225,157.5,FALSE,0,,,,,0,0,1336,null,null,0,0,0,0,0,0,0,0,0,0,0
E4bDwfhpWYU4eNguhMevrn9GXzBGHaS5YDd8dBdJvGpw,0,0,0,3000,2100,FALSE,0,,,,,0,0,2,null,null,0,0,0,0,0,0,0,0,0,0,0
JCkH1jkqHrbJeXndvAXAswW3PhC3vKzovy58ZdetTEqL,0,0,0,52324.11,36626.88,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
56CRgykvwrWcCyKY1L5UCc3NgCKz57ZE7AMJcP5tccCu,0,0,0,0,0,TRUE,0,,,,,0,0,1,null,null,0,0,0,0,0,0,0,0,0,0,0
CNNFXogS4zoQewDabSBUJMy62JCydFupeZBXm8BnG5fL,0,0,0,5810,4067,FALSE,0,,,,,0,0,335,null,null,0,0,0,0,0,0,0,0,0,0,0
